frequency,real,imag
12587174.348697394,0.6062179029333258,-0.38152852187617414
12685370.741482966,0.6021992205533411,-0.38195601864756007
12783567.134268537,0.5981940288967331,-0.382352676385998
12881763.527054107,0.5942026648533437,-0.382718910789308
12979959.919839678,0.59022545511105,-0.38305513755052806
13078156.31262525,0.5862627162708836,-0.38336177218274414
13176352.705410821,0.5823147549647815,-0.38363922984904186
13274549.098196393,0.5783818679757862,-0.3838879251975559
13372745.490981963,0.5744643423605198,-0.384108272201578
13470941.883767534,0.5705624555737573,-0.3843006840046889
13569138.276553106,0.566676475594932,-0.38446557277087007
13667334.669338677,0.5628066610564078,-0.3846033495395492
13765531.062124249,0.5589532613733598,-0.3847144240855318
13863727.454909818,0.5551165168751052,-0.3847992047837653
13961923.84769539,0.5512966589377385,-0.38485809847888014
14060120.240480961,0.5474939101179173,-0.3848915103594496
14158316.633266533,0.5437084842876643,-0.3848998438369086
14256513.026052104,0.5399405867700421,-0.384883500429066
14354709.418837674,0.5361904144755707,-0.38484287964814745
14452905.811623245,0.5324581560392565,-0.38477837889329825
14551102.204408817,0.5287439919581107,-0.3846903933474792
14649298.597194389,0.5250480947290362,-0.38457931587868294
14747494.98997996,0.5213706289869655,-0.3844455369453987
14845691.38276553,0.5177117516431391,-0.38428944450624997
14943887.775551101,0.5140716120234188,-0.38411142393373093
15042084.168336673,0.5104503520065301,-0.38391185793196536
15140280.561122244,0.5068481061621347,-0.3836911264584096
15238476.953907816,0.5032650018886395,-0.38344960664942046
15336673.346693385,0.4997011595506512,-0.3831876727496126
15434869.739478957,0.4961566926159854,-0.3829056960449217
15533066.132264528,0.49263170779215343,-0.38260404479929666
15631262.5250501,0.48912630516224065,-0.3822830841949376
15729458.917835671,0.4856405783201057,-0.381943176276003
15827655.310621241,0.48217461450482435,-0.3815846798957017
15925851.703406813,0.47872849473431206,-0.38120795066669116
16024048.096192384,0.4753022939380596,-0.38081334091470187
16122244.488977956,0.4718960810889182,-0.3804011996353053
16220440.881763527,0.46850991933387814,-0.3799718724537485
16318637.274549097,0.46514386612378444,-0.3795257015877732
16416833.667334668,0.46179797334193695,-0.3790630258133414
16515030.06012024,0.4584722874315277,-0.3785841804331883
16613226.452905811,0.4551668495218679,-0.37808949724812474
16711422.845691383,0.45188169555336244,-0.37757930453101096
16809619.238476954,0.44861685640119114,-0.3770539270033258
16907815.631262526,0.4453723579976601,-0.37651368581425443
17006012.024048097,0.44214822145318783,-0.37595889852221964
17104208.41683367,0.438944463175894,-0.37538987907878313
17202404.809619237,0.43576109498976123,-0.37480693781484065
17300601.20240481,0.43259812425134275,-0.3742103814290423
17398797.59519038,0.4294555539649922,-0.37360051297836294
17496993.98797595,0.4263333828965896,-0.3729776318707539
17595190.380761523,0.423231605685748,-0.3723420338598063
17693386.77354709,0.42015021295647775,-0.37169401104135685
17791583.166332666,0.4170891914262956,-0.37103385185196913
17889779.559118237,0.41404852401376313,-0.3703618410692248
17987975.951903805,0.4110281899444419,-0.3696782598137585
18086172.344689377,0.40802816485525395,-0.3689833855529726
18184368.73747495,0.4050484208972426,-0.36827749210637056
18282565.13026052,0.4020889268367207,-0.3675608496524452
18380761.52304609,0.39914964815480675,-0.3668337247370628
18478957.915831663,0.39623054714533995,-0.36609638028328456
18577154.308617234,0.39333158301117493,-0.3653490756025643
18675350.701402806,0.39045271195885445,-0.364592066407271
18773547.094188377,0.3875938872916589,-0.363825604824475
18871743.48697395,0.38475505950103583,-0.3630499394109473
18969939.879759517,0.38193617635641247,-0.36226531516931854
19068136.272545088,0.3791371829933927,-0.3614719735653438
19166332.66533066,0.37635802200034796,-0.3606701525462252
19264529.05811623,0.3735986335034031,-0.35986008655994123
19362725.450901803,0.3708589552498287,-0.35904200657553553
19460921.843687374,0.36813892268984566,-0.35821614010431774
19559118.236472946,0.3654384690568511,-0.35738271122193055
19657314.629258517,0.3627575254460771,-0.35654194059123945
19755511.02204409,0.36009602089169035,-0.35569404548600037
19853707.414829656,0.3574538824423471,-0.35483923981526366
19951903.807615228,0.3548310352352123,-0.35397773414847433
20050100.2004008,0.3522274025684596,-0.3531097357412263
20148296.59318637,0.3496429059722606,-0.352235448561634
20246492.985971943,0.3470774652782831,-0.35135507331728394
20344689.378757514,0.34453099868770787,-0.35046880748272646
20442885.771543086,0.342003422837782,-0.34957684532747635
20541082.164328657,0.33949465286692365,-0.34867937794448567
20639278.55711423,0.33700460247839265,-0.34777659327905464
20737474.9498998,0.33453318400254595,-0.34686867615815087
20835671.342685368,0.332080308457693,-0.34595580832010353
20933867.73547094,0.32964588560956665,-0.3450381684446426
21032064.12825651,0.32722982402943157,-0.344115932183255
21130260.521042082,0.3248320311508413,-0.3431892721898267
21228456.913827654,0.3224524133250678,-0.3422583581515474
21326653.306613225,0.32009087587521806,-0.34132335682004716
21424849.699398797,0.31774732314905657,-0.3403844320427419
21523046.09218437,0.3154216585705531,-0.3394417447943628
21621242.48496994,0.31311378469017337,-0.3384954532086453
21719438.87775551,0.31082360323393127,-0.3375457126101549
21817635.27054108,0.3085510151512223,-0.3365926755462281
21915831.66332665,0.30629592066145617,-0.33563649181900646
22014028.056112222,0.30405821929950755,-0.33467730851754407
22112224.448897794,0.3018378099600046,-0.333715270049969
22210420.841683365,0.2996345909404734,-0.33275051817567797
22308617.234468937,0.2974484599833571,-0.3317831920375482
22406813.62725451,0.2952793143169308,-0.3308134281941486
22505010.02004008,0.2931270506951276,-0.3298413606519322
22603206.41282565,0.2909915654362977,-0.328867120897395
22701402.805611223,0.2888727544609178,-0.3278908379291861
22799599.19839679,0.28677051332827036,-0.32691263829015343
22897795.591182362,0.2846847372721099,-0.32593264609931144
22995991.983967934,0.28261532123533795,-0.32495098308371767
23094188.376753505,0.28056215990370065,-0.32396776861024507
23192384.769539077,0.27852514773853165,-0.32298311971723714
23290581.16232465,0.27650417900855595,-0.3219971511460358
23388777.55511022,0.2744991478207735,-0.3210099753723695
23486973.94789579,0.27250994815044,-0.32002170263759083
23585170.340681363,0.2705364738701643,-0.31903244097975586
23683366.733466934,0.26857861877813727,-0.31804229626453173
23781563.126252502,0.2666362766255125,-0.31705137221592744
23879759.519038074,0.2647093411429535,-0.3160597704468371
23977955.911823645,0.2627977060663672,-0.31506759048938715
24076152.304609217,0.26090126516183754,-0.31407492982508173
24174348.69739479,0.2590199122497788,-0.3130818839147376
24272545.09018036,0.25715354122832307,-0.31208854622820126
24370741.48296593,0.25530204609595963,-0.31109500827384423
24468937.875751503,0.2534653209734417,-0.310101359627828
24567134.268537074,0.2516432601249758,-0.30910768796313415
24665330.661322646,0.24983575797871144,-0.3081140790783548
24763527.054108214,0.24804270914654408,-0.307120616926237
24861723.446893785,0.24626400844324892,-0.3061273836419786
24959919.839679357,0.24449955090495956,-0.3051344595712696
25058116.23246493,0.24274923180700558,-0.30414192329807593
25156312.6252505,0.24101294668112583,-0.3031498516721616
25254509.01803607,0.23929059133206962,-0.30215831983634683
25352705.410821643,0.23758206185360162,-0.3011674012534984
25450901.803607214,0.23588725464392307,-0.3001771677332488
25549098.196392786,0.23420606642052502,-0.29918768945844426
25647294.589178357,0.23253839423448452,-0.29819903501131584
25745490.981963925,0.23088413548421943,-0.29721127139937537
25843687.374749497,0.22924318792871384,-0.2962244640810314
25941883.767535068,0.2276154497002271,-0.29523867699092576
26040080.16032064,0.2260008193164988,-0.29425397256498853
26138276.55310621,0.2243991956924631,-0.29327041176521
26236472.945891783,0.22281047815148367,-0.29228805410413067
26334669.338677354,0.2212345664361217,-0.29130695766904563
26432865.731462926,0.21967136071844853,-0.2903271791459255
26531062.124248497,0.21812076160991484,-0.2893487738430524
26629258.517034065,0.21658267017078733,-0.288371795714371
26727454.909819636,0.21505698791916417,-0.28739629738255434
26825651.302605208,0.2135436168395805,-0.286422330161786
26923847.69539078,0.21204245939121424,-0.2854499440802568
27022044.08817635,0.2105534185157027,-0.2844791879023782
27120240.480961923,0.20907639764458075,-0.28351010915071256
27218436.873747494,0.2076113007063507,-0.28254275412762075
27316633.266533066,0.2061580321331925,-0.2815771679366279
27414829.659318637,0.2047164968673263,-0.2806133945035095
27513026.05210421,0.20328660036703466,-0.27965147659709605
27611222.444889776,0.2018682486123547,-0.27869145584980193
27709418.837675348,0.20046134811044986,-0.2777333727778748
27807615.23046092,0.1990658059006688,-0.27677726680137077
27905811.62324649,0.19768152955930168,-0.2758231762638553
28004008.016032062,0.1963084272040414,-0.27487113845183114
28102204.408817634,0.1949464074981583,-0.27392118961389517
28200400.801603206,0.19359537965439697,-0.27297336497962665
28298597.194388777,0.19225525343860306,-0.27202769877820776
28396793.58717435,0.1909259391730873,-0.27108422425677825
28494989.97995992,0.18960734773973562,-0.27014297369852713
28593186.372745488,0.18829939058287157,-0.2692039784405222
28691382.76553106,0.1870019797118792,-0.26826726889128
28789579.15831663,0.18571502770359366,-0.26733287454807875
28887775.551102202,0.18443844770446585,-0.26640082401401555
28985971.943887774,0.1831721534325087,-0.26547114501481023
29084168.336673345,0.18191605917903114,-0.26454386441535854
29182364.729458917,0.18067007981016678,-0.26361900823603696
29280561.12224449,0.1794341307682037,-0.26269660166875997
29378757.51503006,0.17820812807272135,-0.2617766690927951
29476953.90781563,0.17699198832154048,-0.26085923409033457
29575150.3006012,0.17578562869149253,-0.25994431946182833
29673346.69338677,0.17458896693901432,-0.2590319472410807
29771543.086172342,0.17340192140057295,-0.2581221387101113
29869739.478957914,0.17222441099292737,-0.25721491441378586
29967935.871743485,0.17105635521323181,-0.25631029417421525
30066132.264529057,0.1698976741389852,-0.25540829710492935
30164328.65731463,0.16874828842783407,-0.25450894162482546
30262525.0501002,0.16760811931723138,-0.25361224547189487
30360721.44288577,0.16647708862395805,-0.25271822571672986
30458917.835671343,0.16535511874351083,-0.25182689877581377
30557114.22845691,0.16424213264936238,-0.25093828042459687
30655310.621242482,0.16313805389209565,-0.25005238581035943
30753507.014028054,0.16204280659842113,-0.2491692294648668
30851703.406813625,0.16095631547007636,-0.24828882531681618
30949899.799599197,0.15987850578261575,-0.24741118670407994
31048096.19238477,0.1588093033840932,-0.2465363263857471
31146292.58517034,0.15774863469364117,-0.24566425655396504
31244488.97795591,0.15669642669995115,-0.24479498884558504
31342685.370741483,0.1556526069596586,-0.24392853435361328
31440881.763527054,0.1546171035956359,-0.24306490363847005
31539078.156312622,0.1535898452951976,-0.24220410673906007
31637274.549098194,0.15257076130822098,-0.24134615318365574
31735470.941883765,0.15155978144518503,-0.24049105200059612
31833667.334669337,0.15055683607513198,-0.23963881172880475
31931863.72745491,0.14956185612355397,-0.23878944042812714
32030060.12024048,0.1485747730702079,-0.23794294568949217
32128256.51302605,0.14759551894686182,-0.2370993346448986
32226452.905811623,0.14662402633497634,-0.23625861397722994
32324649.298597194,0.14566022836332249,-0.23542078992989893
32422845.691382766,0.14470405870553987,-0.23458586831632572
32521042.084168334,0.1437554515776385,-0.2337538545292502
32619238.476953905,0.1428143417354445,-0.23292475354988273
32717434.869739477,0.1418806644719954,-0.2320985699568935
32815631.262525048,0.14095435561488528,-0.23127530793524512
32913827.65531062,0.14003535152356236,-0.23045497128486858
33012024.04809619,0.1391235890865832,-0.22963756342918681
33110220.440881763,0.13821900571882303,-0.22882308742348637
33208416.833667334,0.137321539358647,-0.22801154596314024
33306613.226452906,0.13643112846504313,-0.22720294139168498
33404809.619238473,0.13554771201471874,-0.2263972757087521
33503006.012024045,0.13467122949916388,-0.2255945505778578
33601202.40480962,0.13380162092168235,-0.22479476733405288
33699398.79759519,0.13293882679439276,-0.22399792699143367
33797595.19038076,0.13208278813520133,-0.22320403025051813
33895791.58316633,0.131233446464749,-0.2224130775054874
33993987.9759519,0.13039074380333254,-0.22162506885129554
34092184.368737474,0.1295546226678045,-0.22084000409065024
34190380.761523046,0.12872502606845054,-0.22005788274086524
34288577.15430862,0.12790189750584782,-0.21927870404058689
34386773.54709418,0.1270851809677049,-0.21850246695639758
34484969.93987976,0.1262748209256848,-0.2177291701892969
34583166.33266533,0.1254707623322137,-0.21695881218106333
34681362.7254509,0.12467295061727504,-0.21619139112049726
34779559.118236475,0.1238813316851915,-0.21542690494954891
34877755.51102204,0.12309585191139545,-0.21466535136933124
34975951.90380761,0.12231645813919022,-0.21390672784602074
35074148.29659318,0.12154309767650247,-0.21315103161664795
35172344.68937875,0.12077571829262677,-0.2123982596947788
35270541.082164325,0.12001426821496419,-0.21164840887608913
35368737.4749499,0.11925869612575564,-0.21090147574383378
35466933.86773547,0.11850895115881122,-0.21015745667421254
35565130.26052104,0.11776498289623627,-0.20941634784163382
35663326.65330661,0.11702674136515541,-0.20867814522387826
35761523.04609218,0.11629417703443559,-0.2079428446071646
35859719.438877754,0.11556724081140883,-0.20721044159111712
35957915.831663325,0.11484588403859562,-0.20648093159363945
36056112.2244489,0.11413005849043033,-0.20575430985569365
36154308.61723447,0.11341971636998818,-0.2050305714459877
36252505.01002004,0.11271481030571665,-0.20430971126557257
36350701.40280561,0.11201529334816969,-0.20359172405234965
36448897.79559118,0.11132111896674747,-0.20287660438549132
36547094.188376755,0.11063224104644157,-0.20216434668977504
36645290.581162326,0.10994861388458593,-0.2014549452398335
36743486.9739479,0.109270192187615,-0.20074839416432075
36841683.36673346,0.10859693106782929,-0.20004468744999732
36939879.75951903,0.10792878604016896,-0.19934381894573486
37038076.152304605,0.10726571301899626,-0.19864578236644168
37136272.545090176,0.10660766831488735,-0.1979505712969115
37234468.93787575,0.10595460863143337,-0.19725817919559432
37332665.33066132,0.10530649106205256,-0.19656859939829435
37430861.72344689,0.10466327308681309,-0.19588182512179306
37529058.11623246,0.10402491256926658,-0.19519784946740026
37627254.509018034,0.10339136775329447,-0.1945166654244345
37725450.901803605,0.10276259725996575,-0.1938382658736328
37823647.29458918,0.10213856008440804,-0.19316264359049265
37921843.68737475,0.10151921559269107,-0.19248979124854634
38020040.08016032,0.10090452351872434,-0.19181970142256896
38118236.47294589,0.10029444396116802,-0.1911523665917211
38216432.86573146,0.09968893738035839,-0.19048777914262874
38314629.258517034,0.09908796459524781,-0.1898259313723991
38412825.651302606,0.09849148678035916,-0.1891668154915756
38511022.04408818,0.09789946546275603,-0.18851042362703235
38609218.43687375,0.09731186251902788,-0.18785674782480874
38707414.82965931,0.096728640172291,-0.18720578005288582
38805611.222444884,0.09614976098920565,-0.18655751220390562
38903807.615230456,0.09557518787700929,-0.18591193609783377
39002004.00801603,0.09500488408056612,-0.185269043484567
39100200.4008016,0.09443881317943392,-0.18462882604648648
39198396.79358717,0.09387693908494656,-0.1839912754009573
39296593.18637274,0.09331922603731498,-0.18335638310277644
39394789.57915831,0.09276563860274463,-0.18272414064656853
39492985.971943885,0.09221614167057046,-0.18209453946913148
39591182.36472946,0.09167070045040959,-0.18146757095173263
39689378.75751503,0.0911292804693318,-0.1808432264223563
39787575.1503006,0.09059184756904776,-0.1802214971579032
39885771.54308617,0.09005836790311536,-0.17960237438634322
39983967.93587174,0.08952880793416439,-0.17898584928882236
40082164.328657314,0.08900313443113879,-0.17837191300172411
40180360.721442886,0.08848131446655831,-0.17776055661868673
40278557.11422846,0.08796331541379754,-0.17715177119257677
40376753.50701403,0.08744910494438433,-0.17654554773742037
40474949.8997996,0.08693865102531634,-0.17594187723029195
40573146.29258517,0.08643192191639618,-0.175340750613162
40671342.685370736,0.08592888616758587,-0.17474215879470498
40769539.07815631,0.08542951261637949,-0.17414609265206657
40867735.47094188,0.08493377038519485,-0.17355254303259307
40965931.86372745,0.08444162887878424,-0.17296150075552175
41064128.25651302,0.08395305778166369,-0.17237295661363436
41162324.64929859,0.08346802705556175,-0.1717869013748736
41260521.042084165,0.0829865069368864,-0.17120332578392325
41358717.43486974,0.08250846793421178,-0.17062222056375376
41456913.82765531,0.08203388082578328,-0.1700435764171321
41555110.22044088,0.08156271665704187,-0.1694673840280982
41653306.61322645,0.0810949467381673,-0.16889363406340754
41751503.00601202,0.08063054264164043,-0.1683223171739416
41849699.398797594,0.08016947619982426,-0.16775342399608514
41947895.791583166,0.07971171950256391,-0.167186945153073
42046092.18436874,0.07925724489480596,-0.16662287125630496
42144288.57715431,0.07880602497423565,-0.1660611929066309
42242484.96993988,0.07835803258893437,-0.16550190069560602
42340681.36272545,0.0779132408350545,-0.1649449852067166
42438877.75551102,0.07747162305451388,-0.1643904370165772
42537074.148296595,0.07703315283270884,-0.1638382466961
42635270.54108216,0.07659780399624588,-0.1632884048116364
42733466.93386773,0.07616555061069158,-0.1627409019260909
42831663.3266533,0.07573636697834189,-0.1621957286000101
42929859.71943887,0.07531022763600913,-0.16165287539264397
43028056.112224445,0.07488710735282782,-0.16111233286298254
43126252.505010016,0.0744669811280789,-0.16057409157076735
43224448.89779559,0.07404982418903215,-0.16003814207747832
43322645.29058116,0.07363561198880664,-0.1595044749472968
43420841.68336673,0.07322432020425004,-0.15897308074804462
43519038.0761523,0.07281592473383518,-0.15844395005210066
43617234.468937874,0.0724104016955751,-0.15791707343729378
43715430.861723445,0.072007727424956,-0.15739244148777456
43813627.25450902,0.071607878472888,-0.15687004479486472
43911823.64729459,0.07121083160367343,-0.15634987395788497
44010020.04008016,0.07081656379299328,-0.1558319195849625
44108216.43286573,0.07042505222591089,-0.1553161722938175
44206412.8256513,0.07003627429489297,-0.15480262271252948
44304609.218436874,0.06965020759784865,-0.1542912614802844
44402805.611222446,0.06926682993618528,-0.15378207924810194
44501002.00400802,0.06888611931288159,-0.15327506667954396
44599198.39679358,0.06850805393057816,-0.15277021445140448
44697394.78957915,0.06813261218968461,-0.15226751325438134
44795591.182364725,0.06775977268650415,-0.1517669537937302
44893787.575150296,0.06738951421137433,-0.1512685267899006
44991983.96793587,0.06702181574682524,-0.15077222297915566
45090180.36072144,0.0666566564657537,-0.15027803311417415
45188376.75350701,0.0662940157296143,-0.1497859479646366
45286573.14629258,0.06593387308662695,-0.14929595831779513
45384769.53907815,0.06557620827000028,-0.1488080549790277
45482965.931863725,0.06522100119617179,-0.14832222877237622
45581162.3246493,0.06486823196306374,-0.14783847054107066
45679358.71743487,0.06451788084835523,-0.14735677114803697
45777555.11022044,0.06416992830776978,-0.14687712147639134
45875751.50300601,0.06382435497337939,-0.14639951242991994
45973947.89579158,0.06348114165192348,-0.14592393493354472
46072144.288577154,0.06314026932314382,-0.1454503799337752
46170340.681362726,0.06280171913813501,-0.14497883839914757
46268537.0741483,0.06246547241770996,-0.14450930132065004
46366733.46693387,0.062131510650780535,-0.1440417597121352
46464929.85971943,0.06179981549275392,-0.1435762046107207
46563126.252505004,0.06147036876394329,-0.14311262707717656
46661322.645290576,0.06114315244799357,-0.14265101819630083
46759519.03807615,0.060818148690322406,-0.14219136907728386
46857715.43086172,0.06049533979657514,-0.1417336708540601
46955911.82364729,0.060174708231094644,-0.14127791468564915
47054108.21643286,0.059856236615405754,-0.14082409175648564
47152304.60921843,0.05953990772671373,-0.14037219327673814
47250501.002004005,0.05922570449641705,-0.13992221048261735
47348697.39478958,0.0589136100086345,-0.13947413463667413
47446893.78757515,0.058603607498745915,-0.13902795702808698
47545090.18036072,0.058295680351946905,-0.13858366897293986
47643286.57314629,0.05798981210181754,-0.13814126181449002
47741482.96593186,0.05768598642890465,-0.13770072692342641
47839679.358717434,0.057384187159317285,-0.13726205569811847
47937875.751503006,0.057084398263336146,-0.13682523956485612
48036072.14428858,0.05678660385403604,-0.13639026997808057
48134268.53707415,0.05649078818592155,-0.13595713842060617
48232464.92985972,0.056196935653575905,-0.1355258364038342
48330661.32264529,0.05590503079032288,-0.13509635546795762
48428857.715430856,0.05561505826690136,-0.1346686871821581
48527054.10821643,0.05532700289015284,-0.13424282314479472
48625250.501002,0.055040849601721814,-0.13381875498358498
48723446.89378757,0.05475658347676817,-0.13339647435577795
48821643.28657314,0.05447418972269244,-0.13297597294831992
48919839.67935871,0.05419365367787343,-0.13255724247801287
49018036.072144285,0.053914960810417877,-0.13214027469166545
49116232.46492986,0.053638096716922185,-0.13172506136623707
49214428.85771543,0.053363047121246523,-0.13131159430897515
49312625.250501,0.05308979787330049,-0.1308998653575456
49410821.64328657,0.052818334947840724,-0.13048986638015642
49509018.03607214,0.052548644443280335,-0.13008158927567545
49607214.428857714,0.05228071258050975,-0.12967502597374128
49705410.821643285,0.05201452570172903,-0.12927016843486827
49803607.21442886,0.05175007026929192,-0.1288670086505454
49901803.60721443,0.05148733286456078,-0.1284655386433295
50000000.0,0.05122630018677293,-0.1280657504669323
